embedding_index,image_path,filename,source_image_A_stem,source_image_B_stem,source_idx_A_in_train_bf,source_idx_B_in_train_bf
161,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007033_img054553.png,morphed_img007033_img054553.png,img007033,img054553,326,2422
162,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007033_img099545.png,morphed_img007033_img099545.png,img007033,img099545,326,4403
163,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007033_img282038.png,morphed_img007033_img282038.png,img007033,img282038,326,12655
164,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007033_img337488.png,morphed_img007033_img337488.png,img007033,img337488,326,15168
165,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007033_img496816.png,morphed_img007033_img496816.png,img007033,img496816,326,22347
166,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007360_img054553.png,morphed_img007360_img054553.png,img007360,img054553,342,2422
167,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007360_img282038.png,morphed_img007360_img282038.png,img007360,img282038,342,12655
168,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007360_img337488.png,morphed_img007360_img337488.png,img007360,img337488,342,15168
169,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007360_img496816.png,morphed_img007360_img496816.png,img007360,img496816,342,22347
170,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007459_img099545.png,morphed_img007459_img099545.png,img007459,img099545,346,4403
171,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007459_img282038.png,morphed_img007459_img282038.png,img007459,img282038,346,12655
172,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007560_img054553.png,morphed_img007560_img054553.png,img007560,img054553,350,2422
173,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007560_img099545.png,morphed_img007560_img099545.png,img007560,img099545,350,4403
174,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007560_img282038.png,morphed_img007560_img282038.png,img007560,img282038,350,12655
175,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007560_img337488.png,morphed_img007560_img337488.png,img007560,img337488,350,15168
176,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007560_img496816.png,morphed_img007560_img496816.png,img007560,img496816,350,22347
177,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007761_img054553.png,morphed_img007761_img054553.png,img007761,img054553,352,2422
178,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007761_img099545.png,morphed_img007761_img099545.png,img007761,img099545,352,4403
179,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007761_img282038.png,morphed_img007761_img282038.png,img007761,img282038,352,12655
180,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007761_img337488.png,morphed_img007761_img337488.png,img007761,img337488,352,15168
181,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007761_img496816.png,morphed_img007761_img496816.png,img007761,img496816,352,22347
182,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007787_img054553.png,morphed_img007787_img054553.png,img007787,img054553,353,2422
183,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007787_img099545.png,morphed_img007787_img099545.png,img007787,img099545,353,4403
184,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007787_img282038.png,morphed_img007787_img282038.png,img007787,img282038,353,12655
185,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007787_img337488.png,morphed_img007787_img337488.png,img007787,img337488,353,15168
186,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007787_img496816.png,morphed_img007787_img496816.png,img007787,img496816,353,22347
187,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007848_img054553.png,morphed_img007848_img054553.png,img007848,img054553,357,2422
188,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007848_img282038.png,morphed_img007848_img282038.png,img007848,img282038,357,12655
189,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007848_img496816.png,morphed_img007848_img496816.png,img007848,img496816,357,22347
190,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007879_img054553.png,morphed_img007879_img054553.png,img007879,img054553,358,2422
191,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007879_img099545.png,morphed_img007879_img099545.png,img007879,img099545,358,4403
192,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007879_img282038.png,morphed_img007879_img282038.png,img007879,img282038,358,12655
193,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007879_img337488.png,morphed_img007879_img337488.png,img007879,img337488,358,15168
194,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img007879_img496816.png,morphed_img007879_img496816.png,img007879,img496816,358,22347
195,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008070_img337488.png,morphed_img008070_img337488.png,img008070,img337488,375,15168
196,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008196_img054553.png,morphed_img008196_img054553.png,img008196,img054553,379,2422
197,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008196_img099545.png,morphed_img008196_img099545.png,img008196,img099545,379,4403
198,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008196_img282038.png,morphed_img008196_img282038.png,img008196,img282038,379,12655
199,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008196_img337488.png,morphed_img008196_img337488.png,img008196,img337488,379,15168
200,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008196_img496816.png,morphed_img008196_img496816.png,img008196,img496816,379,22347
201,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008243_img099545.png,morphed_img008243_img099545.png,img008243,img099545,381,4403
202,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008243_img282038.png,morphed_img008243_img282038.png,img008243,img282038,381,12655
203,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008243_img337488.png,morphed_img008243_img337488.png,img008243,img337488,381,15168
204,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008243_img496816.png,morphed_img008243_img496816.png,img008243,img496816,381,22347
205,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008415_img282038.png,morphed_img008415_img282038.png,img008415,img282038,394,12655
206,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008415_img496816.png,morphed_img008415_img496816.png,img008415,img496816,394,22347
207,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008542_img282038.png,morphed_img008542_img282038.png,img008542,img282038,400,12655
208,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008542_img337488.png,morphed_img008542_img337488.png,img008542,img337488,400,15168
209,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008542_img496816.png,morphed_img008542_img496816.png,img008542,img496816,400,22347
210,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008740_img054553.png,morphed_img008740_img054553.png,img008740,img054553,408,2422
211,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008740_img099545.png,morphed_img008740_img099545.png,img008740,img099545,408,4403
212,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008740_img282038.png,morphed_img008740_img282038.png,img008740,img282038,408,12655
213,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008740_img337488.png,morphed_img008740_img337488.png,img008740,img337488,408,15168
214,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008740_img496816.png,morphed_img008740_img496816.png,img008740,img496816,408,22347
215,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008757_img054553.png,morphed_img008757_img054553.png,img008757,img054553,410,2422
216,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008757_img282038.png,morphed_img008757_img282038.png,img008757,img282038,410,12655
217,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008757_img496816.png,morphed_img008757_img496816.png,img008757,img496816,410,22347
218,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008761_img054553.png,morphed_img008761_img054553.png,img008761,img054553,411,2422
219,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008761_img099545.png,morphed_img008761_img099545.png,img008761,img099545,411,4403
220,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008761_img282038.png,morphed_img008761_img282038.png,img008761,img282038,411,12655
221,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008761_img337488.png,morphed_img008761_img337488.png,img008761,img337488,411,15168
222,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008761_img496816.png,morphed_img008761_img496816.png,img008761,img496816,411,22347
223,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008918_img054553.png,morphed_img008918_img054553.png,img008918,img054553,418,2422
224,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008918_img099545.png,morphed_img008918_img099545.png,img008918,img099545,418,4403
225,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008918_img282038.png,morphed_img008918_img282038.png,img008918,img282038,418,12655
226,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img008918_img337488.png,morphed_img008918_img337488.png,img008918,img337488,418,15168
227,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009454_img054553.png,morphed_img009454_img054553.png,img009454,img054553,444,2422
228,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009454_img099545.png,morphed_img009454_img099545.png,img009454,img099545,444,4403
229,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009454_img282038.png,morphed_img009454_img282038.png,img009454,img282038,444,12655
230,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009454_img337488.png,morphed_img009454_img337488.png,img009454,img337488,444,15168
231,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009454_img496816.png,morphed_img009454_img496816.png,img009454,img496816,444,22347
232,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009751_img054553.png,morphed_img009751_img054553.png,img009751,img054553,450,2422
233,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009751_img337488.png,morphed_img009751_img337488.png,img009751,img337488,450,15168
234,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009751_img496816.png,morphed_img009751_img496816.png,img009751,img496816,450,22347
235,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009759_img099545.png,morphed_img009759_img099545.png,img009759,img099545,451,4403
236,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009759_img282038.png,morphed_img009759_img282038.png,img009759,img282038,451,12655
237,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img009759_img496816.png,morphed_img009759_img496816.png,img009759,img496816,451,22347
238,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010065_img054553.png,morphed_img010065_img054553.png,img010065,img054553,459,2422
239,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010065_img099545.png,morphed_img010065_img099545.png,img010065,img099545,459,4403
240,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010065_img282038.png,morphed_img010065_img282038.png,img010065,img282038,459,12655
241,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010065_img337488.png,morphed_img010065_img337488.png,img010065,img337488,459,15168
242,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010065_img496816.png,morphed_img010065_img496816.png,img010065,img496816,459,22347
243,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010193_img054553.png,morphed_img010193_img054553.png,img010193,img054553,467,2422
244,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010193_img282038.png,morphed_img010193_img282038.png,img010193,img282038,467,12655
245,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010193_img337488.png,morphed_img010193_img337488.png,img010193,img337488,467,15168
246,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010193_img496816.png,morphed_img010193_img496816.png,img010193,img496816,467,22347
247,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010203_img496816.png,morphed_img010203_img496816.png,img010203,img496816,469,22347
248,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010219_img054553.png,morphed_img010219_img054553.png,img010219,img054553,470,2422
249,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010219_img282038.png,morphed_img010219_img282038.png,img010219,img282038,470,12655
250,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010219_img337488.png,morphed_img010219_img337488.png,img010219,img337488,470,15168
251,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010219_img496816.png,morphed_img010219_img496816.png,img010219,img496816,470,22347
252,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010221_img054553.png,morphed_img010221_img054553.png,img010221,img054553,471,2422
253,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010221_img282038.png,morphed_img010221_img282038.png,img010221,img282038,471,12655
254,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010221_img496816.png,morphed_img010221_img496816.png,img010221,img496816,471,22347
255,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010525_img054553.png,morphed_img010525_img054553.png,img010525,img054553,484,2422
256,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010525_img099545.png,morphed_img010525_img099545.png,img010525,img099545,484,4403
257,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010525_img496816.png,morphed_img010525_img496816.png,img010525,img496816,484,22347
258,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010704_img054553.png,morphed_img010704_img054553.png,img010704,img054553,489,2422
259,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010704_img099545.png,morphed_img010704_img099545.png,img010704,img099545,489,4403
260,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010704_img337488.png,morphed_img010704_img337488.png,img010704,img337488,489,15168
261,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img010704_img496816.png,morphed_img010704_img496816.png,img010704,img496816,489,22347
262,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011162_img054553.png,morphed_img011162_img054553.png,img011162,img054553,509,2422
263,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011162_img099545.png,morphed_img011162_img099545.png,img011162,img099545,509,4403
264,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011162_img282038.png,morphed_img011162_img282038.png,img011162,img282038,509,12655
265,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011389_img282038.png,morphed_img011389_img282038.png,img011389,img282038,521,12655
266,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011389_img337488.png,morphed_img011389_img337488.png,img011389,img337488,521,15168
267,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011389_img496816.png,morphed_img011389_img496816.png,img011389,img496816,521,22347
268,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img011595_img496816.png,morphed_img011595_img496816.png,img011595,img496816,533,22347
269,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012026_img054553.png,morphed_img012026_img054553.png,img012026,img054553,551,2422
270,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012026_img496816.png,morphed_img012026_img496816.png,img012026,img496816,551,22347
271,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012304_img054553.png,morphed_img012304_img054553.png,img012304,img054553,562,2422
272,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012304_img282038.png,morphed_img012304_img282038.png,img012304,img282038,562,12655
273,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012304_img337488.png,morphed_img012304_img337488.png,img012304,img337488,562,15168
274,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012304_img496816.png,morphed_img012304_img496816.png,img012304,img496816,562,22347
275,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012367_img054553.png,morphed_img012367_img054553.png,img012367,img054553,563,2422
276,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img012367_img099545.png,morphed_img012367_img099545.png,img012367,img099545,563,4403
